F1	#dependency_up||X--up||X--down||
F620	동대구역-@-NNP
F2014	무사-@-NNG
F3557	클래식-@-NNG
F4060	#dependency_up||NP_AJT--up||VP_MOD--up||NP_MOD--up||VNP--down||NP_SBJ--down||
F2015	조조-@-NNP
F623	여객_-@-NNP
F3558	곳-@-NNG
F624	#dependency_up||NP_MOD--up||NP_OBJ--down||VP_MOD--down||NP_AJT--down||NP--down||
F5018	분리-@-NNG
F5019	장교-@-NNG
F5171	#dependency_황후-@-NNG--되-@-VV--되-@-VV--맺-@-VV--겹-@-NNG--사돈-@-NNG--과-@-NNG--황실-@-NNG
F2016	#dependency_up||NP_OBJ--up||VP--up||VP_MOD--down||NP_AJT--down||
F1108	두서-@-NNG
F5021	#dependency_up||NP_CNJ--down||NP_MOD--down||
F4473	#dependency_철도-@-NNG--역-@-NNG--서-@-NNG--일본_-@-NNP--여객철-@-NNP--위치-@-NNG--가호쿠_시-@-NNP
F625	개최-@-NNG
F626	#dependency_up||NP_MOD--up||VNP--up||VP--down||NP_AJT--down||
F1569	황자-@-NNG
F5409	공주-@-NNG
F2018	초식-@-NNG
F3560	비교-@-NNG
F5285	히로노-@-NNP
F5022	#dependency_up||NP_AJT--down||
F4085	동래구-@-NNP
F2695	방송-@-NNG
F5172	년-@-NNB
F2020	승부-@-NNG
F939	소속-@-NNG
F629	연호-@-NNG
F630	#dependency_됨-@-NNP
F2023	구하-@-VV
F5024	#dependency_일종-@-NNG--의-@-NNG--여우-@-NNG--원숭이-@-NNG--속-@-NNG
F4103	도전-@-NNG
F5025	황후-@-NNG
F4477	객원-@-NNG
F3565	계획-@-NNG
F4945	#dependency_up||VP--up||VP--down||NP_AJT--down||NP--down||
F3566	시나리오-@-NNG
F1141	착공-@-NNG
F4119	#dependency_침술-@-NNG--의료-@-NNG--사고-@-NNG--사건-@-NNG--사고-@-NNG
F3729	배경-@-NNG
F1944	원시-@-NNG
F2025	#dependency_up||NP_AJT--up||VP--down||NP_SBJ--down||NP_MOD--down||
F3568	#dependency_up||NP_SBJ--up||VP--down||VP--down||NP_SBJ--down||NP_MOD--down||
F348	고양시-@-NNP
F2027	성종-@-NNP
F1153	#dependency_서부-@-NNG
F3569	#dependency_down||VNP_MOD--down||NP--down||NP--down||
F5027	만나-@-VV
F632	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||
F3570	#dependency_up||NP_CNJ--up||NP_AJT--up||VP_MOD--up||NP_MOD--down||
F3571	중대-@-NNP
F633	노동자_-@-NNP
F1162	#dependency_up||NP_SBJ--up||VNP--down||NP_MOD--down||VNP_MOD--down||NP--down||NP--down||NP_MOD--down||
F2031	#dependency_up||NP_AJT--up||VP_MOD--down||VP--down||
F5028	신분-@-NNG
F4141	시모노세키-@-NNP
F3572	선진-@-NNG
F5029	남원-@-NNP
F3573	주전-@-NNG
F3574	#dependency_up||NP--up||NP--up||NP--up||NP--up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||NP_CNJ--down||NP--down||NP--down||
F3575	특급-@-NNG
F4155	의친왕-@-NNP
F3576	도움-@-NNG
F5030	사신-@-NNG
F1180	소련-@-NNP
F5031	모리_정_-@-NNP
F1188	#dependency_up||NP_OBJ--up||VP--down||NP_SBJ--down||
F5032	세월-@-NNG
F5754	대성_-@-NNP
F5033	#dependency_주도-@-NNG
F3577	이혼-@-NNG
F2033	미야코_시-@-NNP
F2034	#dependency_구성-@-NNG
F5034	면허-@-NNG
F2035	#dependency_up||NP--down||NP--down||NP_MOD--down||
F638	#dependency_up||L--up||VNP--down||
F4370	호선-@-NNG
F1200	관할-@-NNG
F639	마천-@-NNG
F3479	추증-@-NNG
F2036	나가토-@-NNP
F640	성북구-@-NNP
F3480	나주-@-NNP
F982	부족-@-NNG
F5036	넣-@-VV
F641	그녀-@-NP
F1209	#dependency_up||NP_AJT--up||VP_MOD--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||NP_MOD--down||NP--down||NP--down||
F643	수영-@-NNG
F3730	왜란-@-NNG
F3578	#dependency_속-@-NNG--박쥐-@-NNG--속-@-NNG--하나-@-NR--조프-@-NNP--루아긴-@-NNP--코박-@-NNP--쥐속-@-NNP
F3579	보-@-VV
F646	김광수_-@-NNP
F2001	#dependency_up||NP_OBJ--up||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F647	#dependency_up||NP_CNJ--up||NP_MOD--down||
F5039	부탁-@-NNG
F5040	#dependency_긴혀-@-NNP--박쥐아-@-NNP--속-@-NNG--박쥐-@-NNG--하나-@-NR
F5041	시무-@-NNG
F3580	운행-@-NNG
F2039	#dependency_up||NP_MOD--up||NP--up||NP_MOD--up||VNP--down||NP_AJT--down||NP_MOD--down||
F3581	끝-@-NNG
F5042	세타가야_구-@-NNP
F352	영어-@-NNP
F649	#dependency_감독-@-NNG
F4235	#dependency_up||VP--down||NP_AJT--down||NP--down||NP--down||
F650	#dependency_일-@-NNG
F5139	#dependency_up||NP_SBJ--up||VP--down||NP_OBJ--down||
F3583	#dependency_up||NP_PRN--down||X--down||
F2041	#dependency_up||NP_CNJ--up||NP_AJT--up||VP_MOD--up||VNP--down||
F5177	연대-@-NNG
F4243	디지털-@-NNG
F5289	#dependency_up||X_AJT--up||VP_MOD--up||VNP--down||NP_SBJ--down||
F3585	#dependency_위치-@-NNG--사가-@-NNG--_시-@-NNP
F5045	다-@-NNG
F2441	#dependency_장남-@-NNG--중화-@-NNG--민국-@-NNG--의_-@-NNP--총통-@-NNG
F3587	만료-@-NNG
F5046	#dependency_위치-@-NNG--데시카가-@-NNP--_정-@-NNP--가와카미_군-@-NNP
F4263	#dependency_성낙수-@-NNP
F5047	#dependency_up||NP_AJT--up||VP_MOD--down||NP_AJT--down||
F1247	#dependency_패-@-NNG
F1259	#dependency_중화-@-NNG--민국-@-NNG--의_-@-NNP--총통-@-NNG--재임-@-NNG--붕괴-@-NNG--인-@-NNG--하-@-VV--제독-@-NNG--안후이_성-@-NNP
F3482	진딧물-@-NNG
F4269	#dependency_up||VP--up||VP_MOD--up||NP_AJT--up||VP_OBJ--up||VP--up||VP_MOD--up||VNP--up||VP--down||NP_AJT--down||
F3589	#dependency_up||X--up||NP--up||X--up||VP--down||NP_AJT--down||VNP_MOD--down||
F5048	생산-@-NNG
F3241	#dependency_up||NP_MOD--up||NP--up||NP--up||NP--down||VP--down||VP--down||NP_CNJ--down||NP--down||
F3590	찬성-@-NNG
F3591	야오-@-NNP
F5049	#dependency_이관-@-NNG
F3592	베이징-@-NNP
F2045	땃쥐-@-NNG
F4289	신부-@-NNG
F3593	정도전-@-NNP
F3594	#dependency_보은군-@-NNP
F2046	조건-@-NNG
F5050	#dependency_받-@-VV
F652	#dependency_싱어송라이터-@-NNP
F653	#dependency_미국_-@-NNP--민주당-@-NNP--승리-@-NNG--예비-@-NNG--선거-@-NNG--프라이머리-@-NNG--열리-@-VV--뉴햄프셔_주-@-NNP
F3733	중심-@-NNG
F3595	_선-@-NNP
F4390	실패-@-NNG
F654	클럽_-@-NNP
F4301	#dependency_up||VP--down||VP--down||VP--down||VP--down||NP_SBJ--down||NP_MOD--down||
F2047	#dependency_up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F655	#dependency_당시-@-NNG--선언-@-NNG--담화-@-NNG--대통령-@-NNG
F656	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--우라카-@-NNP--_정-@-NNP--우라카-@-NNP--_군-@-NNP
F3596	활용-@-NNG
F5052	#dependency_경기-@-NNG--열리-@-VV
F5053	남구_-@-NNP
F1702	학사-@-NNG
F4312	타-@-VV
F5054	#dependency_태화-@-NNG--강역-@-NNG--포항-@-NNP
F657	#dependency_up||X_CNJ--up||NP_CNJ--down||X_CNJ--down||
F3598	현금-@-NNG
F2049	#dependency_down||VP--down||VP--down||
F4316	#dependency_up||X_AJT--up||VP_MOD--up||
F3599	공화-@-NNG
F3600	#dependency_때-@-NNG--조선-@-NNP--_선조-@-NNP
F3601	#dependency_위치-@-NNG--블랙스버그_-@-NNP--버지니아_주-@-NNP--버지니아_주-@-NNP
F2051	#dependency_튜바-@-NNG
F3602	추존-@-NNG
F3603	오전-@-NNG
F5393	#dependency_up||
F4328	#dependency_up||NP_CNJ--down||
F658	#dependency_원년-@-NNG
F3605	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||NP_MOD--down||
F659	#dependency_대통령-@-NNG--대-@-NNG
F1336	#dependency_up||NP_OBJ--down||VP_MOD--down||NP_OBJ--down||NP_MOD--down||
F660	넘-@-VV
F661	분열-@-NNG
F560	#dependency_지내-@-VV--중화-@-NNG--민국-@-NNG--의_-@-NNP--총통-@-NNG
F5055	경계-@-NNG
F2052	간선-@-NNG
F2053	개혁-@-NNG
F1949	#dependency_클럽-@-NNG
F3606	히다카_정_-@-NNP
F5056	구-@-NNB
F5461	#dependency_철도-@-NNG--역-@-NNG--있-@-VA
F2055	#dependency_동일-@-NNG--본_-@-NNP--여객철-@-NNP--위치-@-NNG--도노_시-@-NNP
F2056	#dependency_때-@-NNG--문인-@-NNG--조선_-@-NNP--명종-@-NNP
F3607	피아노_-@-NNP
F663	#dependency_소속-@-NNG
F2057	발언-@-NNG
F4237	#dependency_up||NP--up||NP_AJT--up||VP--down||VP--down||VP--down||VP--down||NP_SBJ--down||NP--down||NP--down||
F664	#dependency_김정-@-NNP--모독시-@-NNP--한-@-NNG--탈북자-@-NNG
F4363	#dependency_up||NP--up||NP_MOD--up||NP--down||
F665	상하이-@-NNP
F666	#dependency_수원시-@-NNP
F4365	#dependency_주말-@-NNG--특별-@-NNG--기획-@-NNG
F5058	해안-@-NNG
F667	베트남-@-NNP
F2059	유로-@-NNG
F5060	김옥균-@-NNP
F5184	#dependency_종목-@-NNG--열리-@-VV--있-@-VA
F669	견제-@-NNG
F2062	물망-@-NNG
F2063	이드되-@-NNP
F670	#dependency_이르-@-VV--정치-@-NNG--사회-@-NNG--다루-@-VV--사극-@-NNG--극-@-NNG--중엽-@-NNG--조선_-@-NNP--정조-@-NNP
F2064	#dependency_진행-@-NNG
F3612	문관-@-NNG
F2065	기소-@-NNG
F3614	뜻-@-NNG
F3615	자-@-NNB
F3616	이요_시-@-NNP
F3617	#dependency_수록-@-NNG--노래-@-NNG
F5062	김반-@-NNP
F3618	드라이브-@-NNG
F2067	변경-@-NNG
F2068	#dependency_down||NP_OBJ--down||NP_MOD--down||
F5064	#dependency_up||NP_AJT--up||VP_MOD--up||NP_AJT--up||VP--down||
F4745	부일-@-NNP
F673	#dependency_up||NP_PRN--down||NP_AJT--down||
F5187	신해-@-NNG
F3619	#dependency_up||NP_OBJ--up||VP--down||NP_AJT--down||
F2070	#dependency_일-@-NNG--요일-@-NNG--좋-@-VA
F2151	계-@-NNG
F5065	주둔-@-NNG
F674	#dependency_가-@-VV--일종-@-NNG
F5188	#dependency_up||NP--down||VP--down||NP_AJT--down||
F5080	#dependency_up||NP_MOD--up||NP_OBJ--up||VP--down||VP--down||VP--down||NP_AJT--down||NP_MOD--down||
F675	사-@-NNG
F2071	게임-@-NNG
F676	고성-@-NNP
F5066	파크-@-NNG
F5067	청구-@-NNG
F1418	동계-@-NNG
F2073	맞-@-VV
F5069	쓰이-@-VV
F678	일정-@-NNG
F2074	중랑구-@-NNP
F2075	있-@-VA
F1439	이-@-VV
F5071	오사카_시영_-@-NNP
F1185	_펜싱-@-NNP
F3622	#dependency_up||VP--up||VP_MOD--up||VNP--down||NP_MOD--down||
F679	#dependency_모즈-@-NNG--_역-@-NNP--간-@-NNG--오-@-VV--이외-@-NNG--것-@-NNB--경합-@-NNG--난카이_-@-NNP--전기_-@-NNP--철도-@-NNG--_구-@-NNP--코_선-@-NNP--난카이_-@-NNP--전기_-@-NNP--철도_-@-NNP--본선-@-NNG
F680	#dependency_등-@-NNB--시도-@-NNG--고복수-@-NNP
F3624	#dependency_소부_-@-NNP--쾌속-@-NNG--역-@-NNG
F3625	#dependency_up||NP_CNJ--up||NP_OBJ--down||
F5073	직위-@-NNG
F3626	#dependency_드라마-@-NNG--년-@-NNB
F5659	월권-@-NNG
F681	재상-@-NNG
F3627	우수-@-NNG
F682	#dependency_up||NP_PRN--up||X--up||
F5074	네무-@-NNP
F1334	양산-@-NNG
F4475	#dependency_up||VP--up||VP_MOD--up||NP_SBJ--up||VP_MOD--down||VP--down||NP_AJT--down||NP_MOD--down||
F4491	리쌍-@-NNP
F1468	민국-@-NNG
F3628	입-@-VV
F3629	#dependency_앨범-@-NNG--싱글-@-NNG
F5075	부임-@-NNG
F5076	후속-@-NNG
F5077	군_-@-NNP
F5078	호투-@-NNG
F5079	힙합-@-NNG
F683	후손-@-NNG
F4893	농-@-NNG
F2080	거리-@-NNG
F684	고치_현-@-NNP
F685	남양주시-@-NNP
F3632	상류-@-NNG
F5081	#dependency_즉위-@-NNG
F5082	맞추-@-VV
F687	설득-@-NNG
F5083	속리산면-@-NNP
F5084	봉-@-NNG
F5085	부평-@-NNP
F3633	충청남도-@-NNP
F3634	윤치소-@-NNP
F3987	전격-@-NNG
F803	앗케시_군-@-NNP
F5086	문학-@-NNG
F1708	신자-@-NNG
F5087	#dependency_기타리스트-@-NNG--기타리스트-@-NNG--혼자-@-NNG
F5088	연구-@-NNG
F1505	#dependency_up||NP_PRN--down||NP_CNJ--down||
F2081	#dependency_선수-@-NNG--활약-@-NNG
F3635	세력-@-NNG
F3789	남원시-@-NNP
F688	#dependency_up||NP--up||NP_AJT--up||VP_MOD--up||VNP--down||NP_MOD--down||
F1510	경성-@-NNP
F3988	자원-@-NNG
F2082	#dependency_up||VNP--down||VNP--down||NP_MOD--down||
F2083	#dependency_소속-@-NNG--팀-@-NNG
F1520	#dependency_수립-@-NNG
F2084	얼굴-@-NNG
F689	중화민국-@-NNP
F690	#dependency_위치-@-NNG
F4544	#dependency_up||NP--up||NP_AJT--up||VP--up||VP_MOD--up||VNP--down||X--down||NP--down||
F691	궁-@-NNG
F5091	모스크바-@-NNP
F3637	흑인-@-NNG
F2085	#dependency_up||NP--up||NP_MOD--up||VNP--down||
F1301	#dependency_up||NP_MOD--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F5092	학년-@-NNG
F5059	#dependency_up||NP_SBJ--up||VP--down||NP_SBJ--down||
F1198	유비-@-NNP
F3640	주한-@-NNG
F5094	조선_연산군-@-NNP
F692	#dependency_up||NP_AJT--up||VP--up||VP--down||NP_AJT--down||NP--down||
F5095	_월드컵-@-NNP
F3642	데려오-@-VV
F4559	얼마-@-NNG
F3643	파견-@-NNG
F3644	#dependency_up||NP--down||NP--down||NP--down||
F4565	#dependency_up||NP_AJT--up||VP--down||NP_OBJ--down||NP_MOD--down||
F1953	메달-@-NNG
F693	남-@-VV
F5096	찬란한_-@-NNP
F694	#dependency_up||NP--up||NP_SBJ--up||VP--down||VP--down||VP--down||NP_AJT--down||
F2086	언더그라운드-@-NNG
F405	#dependency_중퇴-@-NNG--이후-@-NNG--에-@-VV
F695	석등-@-NNG
F5098	#dependency_down||NP--down||NP_MOD--down||NP--down||
F2088	하류-@-NNG
F5099	#dependency_up||NP_MOD--up||NP--up||NP--up||VNP--down||X--down||
F2089	일컫-@-VV
F3645	일원-@-NNG
F5100	#dependency_down||VP--down||NP_AJT--down||
F2090	정규-@-NNG
F2459	동방-@-NNG
F696	서구_-@-NNP
F5101	섬기-@-VV
F3646	#dependency_속-@-NNG--분류-@-NNG--군-@-NNG--속-@-NNG
F1036	#dependency_김숙자_-@-NNP--년-@-NNB--영수-@-NNG--사림-@-NNG--전기-@-NNG
F2091	시리즈-@-NNG
F697	프랑스_-@-NNP
F3647	현도-@-NNG
F3648	남부-@-NNG
F4093	신안군-@-NNP
F4604	록_-@-NNP
F698	서해-@-NNP
F699	예비-@-NNG
F700	루과-@-NNP
F1600	#dependency_배우-@-NNG--겸-@-NNB
F574	이곳-@-NP
F2092	_스타디움-@-NNP
F5103	과-@-NNP
F701	이민-@-NNG
F2093	철도-@-NNG
F5104	소재-@-NNG
F3650	반란-@-NNG
F5105	멕시코-@-NNP
F4629	건륭제-@-NNP
F702	직업-@-NNG
F5108	개척-@-NNG
F3651	김일성-@-NNP
F703	동종-@-NNG
F704	#dependency_과-@-NNG--협력-@-NNG--들어오-@-VV
F5110	함안군-@-NNP
F1631	경-@-NNG
F5112	김혜선_-@-NNP
F706	편입-@-NNG
F707	유격-@-NNG
F2095	정부-@-NNG
F2096	양도-@-NNG
F3740	한국-@-NNP
F1640	광주광역시-@-NNP
F3652	#dependency_up||X--up||VP--up||VP--down||NP_AJT--down||
F5141	#dependency_up||NP--up||NP_AJT--up||VP_MOD--up||VNP--down||NP_SBJ--down||
F708	김제시-@-NNP
F2097	#dependency_때문-@-NNB--돌리-@-VV--인터넷-@-NNG--_유-@-NNP--행-@-NNG
F1260	#dependency_전라북도-@-NNP
F3653	사이-@-NNG
F3654	정보-@-NNG
F1652	#dependency_up||NP_AJT--up||VP--up||VP--up||VNP--down||
F3741	#dependency_up||X--up||R_PRN--down||
F3657	#dependency_세토_-@-NNP--대교선-@-NNP--철도-@-NNG--역-@-NNG
F5664	#dependency_up||NP_AJT--up||VP--down||NP_SBJ--down||
F2098	#dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||
F2099	#dependency_주말-@-NNG--연속-@-NNG--극-@-NNG
F709	식물-@-NNG
F2100	#dependency_파나마-@-NNP--년-@-NNB--_베네수엘라-@-NNP--_반-@-NNP--정부_-@-NNP--시위-@-NNG--베네수엘라의_-@-NNP--대통령-@-NNG
F3969	주관-@-NNG
F2101	내리-@-VV
F2102	방출-@-NNG
F3658	무신-@-NNG
F3659	이집트-@-NNP
F1667	노선-@-NNG
F710	종결-@-NNG
F4688	고려-@-NNP
F5114	오노_시-@-NNP
F5115	에도-@-NNP
F711	치세-@-NNG
F712	#dependency_up||NP--up||NP_CNJ--up||R_PRN--down||
F3660	베이스_-@-NNP
F713	사화-@-NNG
F2105	#dependency_up||R--up||X--up||NP--down||
F2106	#dependency_up||NP_MOD--up||NP--up||NP_AJT--up||VP--down||NP_SBJ--down||NP_CNJ--down||
F3620	#dependency_up||NP_MOD--up||NP--up||NP--up||VNP--down||
F714	#dependency_부-@-NNB
F2107	#dependency_up||NP_OBJ--down||NP_MOD--down||
F4683	#dependency_up||X--up||NP--down||X--down||
F3662	#dependency_사령-@-NNG
F2108	#dependency_번-@-NNB
F2109	#dependency_up||NP_CNJ--up||NP_SBJ--up||VNP--down||NP--down||NP_MOD--down||
F716	#dependency_up||NP_SBJ--up||VP--up||VP_MOD--up||VP--up||VP_MOD--down||NP_OBJ--down||VP_MOD--down||VP--down||NP_SBJ--down||
F1697	#dependency_일으키-@-VV
F5118	하북면-@-NNP
F717	#dependency_down||NP_CNJ--down||NP_MOD--down||
F2110	#dependency_아우-@-NNG--출생-@-NNG--가정-@-NNG--계-@-NNG
F5120	#dependency_up||VP--down||VP--down||VP--down||
F5121	#dependency_해당-@-NNG--사마귀-@-NNG--딱정-@-NNP--벌레-@-NNG--같-@-VA--곤충-@-NNG--거미-@-NNG--개구리-@-NNG--뱀-@-NNG--올빼미-@-NNG--있-@-VA--베짱-@-NNG--예외-@-NNG--보호-@-NNG--위하-@-VV--얻-@-VV--데려오-@-VV--하-@-VV--동물-@-NNG--등-@-NNB--개미-@-NNG--개미-@-NNG--실베짱-@-NNP--제외-@-NNG--애-@-NNG--벌레-@-NNG--하-@-VV--기생-@-NNG
F2111	현존-@-NNG
F50	바이올린-@-NNG
F1711	문서-@-NNG
F5123	#dependency_up||NP_CNJ--up||NP--up||NP_SBJ--up||VP--down||NP_AJT--down||VNP_MOD--down||NP--down||NP--down||
F3663	누이-@-NNG
F4732	이론-@-NNG
F2112	#dependency_대회-@-NNG--컨페더레이션스-@-NNG--컵-@-NNG--주관-@-NNG--가-@-VV
F3665	학교-@-NNG
F1716	쓰시마-@-NNP
F3666	#dependency_up||NP_AJT--down||NP_CNJ--down||NP--down||
F5125	#dependency_도시-@-NNG
F718	홈경기장-@-NNP
F2114	#dependency_up||VNP--down||NP--down||
F2115	통영-@-NNP
F720	고려_혜종-@-NNP
F1725	잡지-@-NNG
F2116	#dependency_계열-@-NNG--회사-@-NNG
F2195	#dependency_up||NP_AJT--up||VP--down||NP_SBJ--down||NP_CNJ--down||
F4730	정리-@-NNG
F1732	모습-@-NNG
F5127	#dependency_up||NP_MOD--up||VNP--down||NP--down||
F2118	전선-@-NNG
F398	왕위-@-NNG
F723	강-@-NNG
F2119	#dependency_up||NP_AJT--up||VP--down||AP--down||NP_AJT--down||
F366	중국_국민당-@-NNP
F2196	#dependency_정치-@-NNG
F5129	#dependency_up||NP_OBJ--up||VP--down||VP--down||NP_AJT--down||NP--down||
F1743	중퇴-@-NNG
F3668	#dependency_서-@-NNG--일본_-@-NNP--여객철-@-NNP--위치-@-NNG--사카이미나토_시-@-NNP
F5130	#dependency_up||NP_MOD--up||X_AJT--up||VP_MOD--up||
F1752	시내버스_-@-NNP
F2121	#dependency_수여-@-NNG--받-@-VV
F1757	강화-@-NNG
F2122	#dependency_김성주설-@-NNP--김일성설-@-NNP--김성주-@-NNP--본명-@-NNG--주석-@-NNG--북조선-@-NNP
F2123	#dependency_up||NP_CNJ--up||NP--down||NP--down||NP_CNJ--down||
F4768	#dependency_여성-@-NNG
F3669	부인-@-NNG
F3670	#dependency_아역-@-NNG
F5132	자녀-@-NNG
F3671	체결-@-NNG
F2124	#dependency_테베스-@-NNP--하-@-VV--계약-@-NNG--제시-@-NNG--가-@-VV
F2125	뉴욕-@-NNP
F724	#dependency_up||NP--up||NP--up||NP--up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||NP_CNJ--down||NP--down||NP--down||
F1772	스튜디오-@-NNG
F2126	#dependency_up||NP_MOD--up||VNP--down||VNP--down||NP_AJT--down||NP--down||
F3672	안양시-@-NNP
F2127	다_-@-NNP
F725	스포츠-@-NNG
F1143	#dependency_풍조-@-NNG--체제-@-NNG--대-@-NNG--저항-@-NNG--나타내-@-VV--대중-@-NNG--반란-@-NNG--있-@-VA
F2128	#dependency_up||X--up||NP_PRN--down||
F2129	사자-@-NNG
F726	#dependency_up||VP--up||VNP--down||NP--down||
F1781	영조-@-NNP
F727	중견-@-NNG
F1787	등록-@-NNG
F2130	여행-@-NNG
F728	정계-@-NNG
F3674	기사-@-NNG
F4256	#dependency_up||NP_MOD--up||NP_SBJ--up||VP--up||VP--up||VP--down||NP_AJT--down||
F729	성남시-@-NNP
F4800	#dependency_up||NP_OBJ--up||VP--down||VP--down||VP--down||NP_AJT--down||
F1801	#dependency_장군-@-NNG
F2131	#dependency_up||NP_MOD--up||NP_OBJ--down||VP_MOD--down||NP_AJT--down||
F1803	제치-@-VV
F731	대타-@-NNG
F2132	#dependency_up||NP_PRN--up||X--down||NP_PRN--down||X--down||NP--down||
F1810	신-@-NNG
F2133	#dependency_up||NP_CNJ--up||NP_SBJ--up||VP--down||NP_AJT--down||
F3677	무-@-NNG
F733	발행-@-NNG
F2134	직후-@-NNG
F3678	가리키-@-VV
F2135	#dependency_up||NP--up||X--up||NP--up||X--up||
F5135	신케이세이_선-@-NNP
F3680	하코다테_시-@-NNP
F5137	부여-@-NNG
F3681	#dependency_up||NP_CNJ--up||NP_OBJ--up||VP--up||VP--down||
F3682	수미-@-NNG
F1824	#dependency_조선_숙종-@-NNP
F3683	나-@-NP
F3684	신히다카_정-@-NNP
F3685	문화-@-NNG
F1829	뮌헨-@-NNP
F2137	대한민국_육군-@-NNP
F734	정세-@-NNG
F1833	우승-@-NNG
F4845	#dependency_up||NP_SBJ--up||VP--down||VP--down||NP_AJT--down||
F1478	#dependency_up||NP_MOD--up||NP_OBJ--up||VP_MOD--down||NP_AJT--down||NP_MOD--down||
F3686	족-@-NNG
F735	대전-@-NNP
F2140	#dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||
F1959	촌-@-NNG
F1841	유래-@-NNG
F3369	#dependency_up||X--up||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||VP_MOD--down||VP--down||NP_AJT--down||
F2141	발표-@-NNG
F2142	주석-@-NNG
F2143	#dependency_up||NP_SBJ--up||VP--down||VP--down||
F736	연패-@-NNG
F3690	#dependency_up||NP_CNJ--up||NP--up||NP_SBJ--up||VP--down||NP_AJT--down||VNP_MOD--down||NP--down||
F3691	#dependency_up||NP_MOD--up||NP--up||VNP--down||NP--down||
F737	#dependency_정부-@-NNG--축출-@-NNG--반군-@-NNG--중-@-NNB--내전-@-NNG--내전-@-NNG
F3693	#dependency_스승-@-NNG--사형-@-NNG
F2144	외곽-@-NNG
F738	주민-@-NNG
F739	인조-@-NNG
F5140	#dependency_up||NP_OBJ--up||VP--down||NP--down||VP_MOD--down||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||
F3538	전쟁-@-NNG
F2145	#dependency_위치-@-NNG--마시케-@-NNP--_정-@-NNP--마시케_군-@-NNP
F740	범죄-@-NNG
F2146	본뜨-@-VV
F2147	전기-@-NNG
F741	#dependency_외-@-NNB
F742	#dependency_측-@-NNB--있-@-VA--설치-@-NNG
F5143	코리아_-@-NNP
F4504	비호-@-NNG
F2148	송시열-@-NNP
F2715	세토_-@-NNP
F2201	아버지-@-NNG
F3696	#dependency_권사-@-NNG--영-@-NNG--부인-@-NNG--대통령-@-NNG--대-@-NNB
F3697	루이지애나_주-@-NNP
F3698	#dependency_down||VP--down||VP--down||NP_SBJ--down||NP_MOD--down||
F5146	#dependency_up||NP_OBJ--up||NP_AJT--up||VP--down||NP_AJT--down||
F3699	경상북도-@-NNP
F5147	일반-@-NNG
F2150	#dependency_위치-@-NNG--오토이넷-@-NNP--푸_촌-@-NNP--나카가와_군-@-NNP
F1044	망명-@-NNG
F3700	#dependency_아들-@-NNG--손자-@-NNG--아들-@-NNG
F1894	플랫-@-NNG
F743	중위-@-NNG
F744	산악-@-NNG
F5149	#dependency_속-@-NNG--과-@-NNG--물-@-NNG--고기-@-NNG
F3703	장인-@-NNG
F3704	박사-@-NNG
F3753	상운-@-VA
F2153	#dependency_있-@-VA--도시-@-NNG--명칭-@-NNG
F5201	적-@-NNG
F3705	취소-@-NNG
F5150	#dependency_up||NP_MOD--up||VNP--down||NP_SBJ--down||NP_MOD--down||
F2154	포로-@-NNG
F3706	#dependency_무용-@-NNG
F2155	사건-@-NNG
F3754	사림-@-NNG
F749	멸망-@-NNG
F2157	_강점기-@-NNP
F750	용산구-@-NNP
F5151	#dependency_up||NP--up||X--up||NP_SBJ--up||VP--up||VP--down||X_OBJ--down||
F5203	아사-@-NNG
F1919	청사-@-NNG
F610	박해-@-NNG
F4926	#dependency_up||NP_CNJ--up||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F2158	인사-@-NNG
F2159	가면라이더-@-NNP
F751	롯데-@-NNP
F1480	한편-@-NNG
F3709	영산-@-NNG
F5669	#dependency_up||NP_AJT--up||VP_OBJ--down||NP_OBJ--down||VP_MOD--down||NP_OBJ--down||VP_MOD--down||VP--down||
F1481	경주-@-NNP
F5155	명-@-NNB
F5156	#dependency_up||NP_MOD--up||NP--up||NP--up||NP_MOD--up||VNP--down||VNP--down||NP_AJT--down||NP_MOD--down||
F2160	#dependency_up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||NP--down||
F3711	호-@-NNB
F1937	갈등-@-NNG
